,Gender,Age,Relationship status,Highest Educational Qualification,Field of Education,Years of working experience,Years within current field of employment,Employee code/number,Job type,Job Location,Seniority Level,Salary,avg Hours worked per week,Value of benefits/allowance provided,Performance Rating,Training/upskilling opportunities provided,Unpaid Overtime hours per week,Employee department,Years in current role,Years with current supervisor,Years since last promotion,number of employee in company,last salary adjustment percentage,average Travel on work percentage,Work-Life balance,employer Recognition/award,Job satisfaction,Company satisfaction,Label
135,Male,35,Married,Doctorate,Life Sciences,10,10,2049,Fixed-term,Hybrid,Graduate/intern,5689,59,3776,1,disagree,0,HR,2,2,0,5818,1.26,6,strongly agree,strongly agree,neutral,disagree,0
136,Male,35,Married,Post-graduate,Medical,15,13,1639,Casual/adhoc,Remote,Graduate/intern,10306,43,2840,1,strongly disagree,17,Operations,12,0,6,6101,1.3,3,neutral,strongly disagree,strongly disagree,strongly disagree,1
137,Male,33,Married,Undergraduate,Marketing,8,7,160,Permanent,Hybrid,Executive,6146,35,6952,5,neutral,5,Finance,7,7,0,4667,6.76,18,agree,disagree,disagree,neutral,0
138,Male,45,Divorced,Post-graduate,Marketing,18,5,864,Casual/adhoc,Hybrid,Mid,10761,32,6777,5,neutral,10,Technical,4,2,0,9371,8.59,41,neutral,agree,strongly disagree,strongly agree,0
139,Male,47,Married,Post-graduate,Technical Degree,17,6,1438,Casual/adhoc,On-Site,Mid,3420,45,6757,1,disagree,0,HR,5,2,1,2841,9.63,29,disagree,agree,strongly agree,strongly agree,0
140,Male,26,Divorced,Post-graduate,Medical,1,1,1107,Casual/adhoc,Hybrid,Mid,2377,36,6173,3,strongly disagree,13,Management,1,0,0,3120,6.28,30,disagree,disagree,neutral,disagree,1
141,Male,42,Married,School,Life Sciences,21,20,1334,Contract,Hybrid,Executive,17861,49,9054,3,strongly disagree,0,HR,8,10,2,6356,1.84,34,disagree,neutral,neutral,strongly agree,0
142,Female,29,Divorced,School,Medical,8,4,912,Contract,Remote,Graduate/intern,2532,43,8576,5,strongly agree,4,Technical,3,3,0,328,1.06,20,neutral,strongly disagree,strongly agree,strongly agree,0
143,Male,40,Married,5,Life Sciences,5,3,287,Permanent,Remote,Executive,4876,38,10906,4,neutral,6,Management,2,2,0,8462,8.13,30,strongly disagree,disagree,strongly agree,strongly agree,0
144,Male,34,Divorced,Post-graduate,Life Sciences,15,15,1774,Fixed-term,On-Site,Executive,4001,44,9059,1,strongly disagree,9,HR,14,7,0,394,5.79,18,neutral,agree,neutral,strongly agree,0
145,Male,43,Divorced,5,Medical,10,8,663,Contract,Hybrid,Mid,5679,50,5304,5,strongly disagree,0,Operations,7,7,4,4384,6.18,30,neutral,strongly agree,neutral,strongly agree,0
146,Female,31,Married,Post-graduate,Medical,10,9,961,Fixed-term,Hybrid,Junior,5855,32,7159,5,agree,5,Operations,7,5,8,8717,7.81,31,strongly disagree,agree,agree,strongly agree,0
147,Female,31,Married,Doctorate,Marketing,13,12,1784,Casual/adhoc,Hybrid,Graduate/intern,5468,31,6947,1,agree,8,HR,7,7,5,6901,7.03,1,neutral,strongly agree,strongly agree,neutral,0
148,Male,22,Married,School,Medical,2,2,217,Contract,On-Site,Mid,2323,56,8010,1,strongly disagree,9,Operations,2,2,2,1018,8.34,9,neutral,strongly disagree,agree,strongly agree,0
149,Female,33,Married,Post-graduate,Medical,8,8,252,Casual/adhoc,On-Site,Junior,2756,31,9686,3,strongly agree,3,Management,7,6,1,598,0.56,1,neutral,strongly agree,disagree,agree,0
150,Male,55,Divorced,School,Medical,34,33,1278,Contract,Remote,Junior,13577,32,7871,4,strongly disagree,3,Technical,9,0,15,2909,7.48,1,neutral,disagree,disagree,neutral,0
151,Male,27,Single,School,Life Sciences,8,6,1371,Fixed-term,On-Site,Senior,5071,47,7876,4,disagree,4,Management,2,0,0,5061,8.51,23,neutral,strongly agree,agree,strongly agree,0
152,Female,30,Single,Post-graduate,Medical,12,11,571,Casual/adhoc,Hybrid,Graduate/intern,2564,43,7520,1,neutral,5,Finance,7,7,6,9117,2.86,16,disagree,neutral,agree,agree,0
153,Female,33,Married,Doctorate,Life Sciences,8,8,5,Fixed-term,Hybrid,Junior,2909,49,9121,2,strongly agree,10,HR,7,0,3,3879,6.4,31,neutral,disagree,neutral,strongly agree,0
154,Female,36,Married,Doctorate,Life Sciences,11,9,419,Permanent,On-Site,Mid,5674,47,6362,5,disagree,0,Finance,8,8,0,2218,3.14,15,neutral,strongly disagree,disagree,neutral,0
155,Male,33,Single,Doctorate,Marketing,10,10,1924,Fixed-term,Hybrid,Senior,5487,39,4585,5,strongly agree,1,Finance,4,9,0,6491,9.58,15,disagree,disagree,neutral,agree,0
156,Female,28,Married,Post-graduate,Medical,3,3,1834,Contract,Hybrid,Graduate/intern,3591,54,8789,1,disagree,0,HR,2,2,1,245,0.33,45,neutral,neutral,strongly disagree,agree,0
157,Male,30,Married,Post-graduate,Life Sciences,10,10,1562,Contract,On-Site,Executive,9714,31,0,2,neutral,13,Technical,8,7,6,8042,5.8,38,neutral,strongly disagree,strongly disagree,strongly disagree,1
158,Female,29,Married,Post-graduate,Marketing,10,10,283,Fixed-term,On-Site,Mid,7639,54,2334,3,neutral,17,Operations,4,9,1,4665,1.67,30,disagree,agree,agree,disagree,1
159,Male,39,Single,Post-graduate,Medical,6,5,1310,Contract,Hybrid,Junior,3904,58,2675,1,agree,21,Finance,2,3,0,292,7.12,42,neutral,neutral,strongly disagree,neutral,1
160,Male,36,Married,Doctorate,Life Sciences,10,3,1682,Fixed-term,Hybrid,Junior,5347,51,7299,1,disagree,5,HR,2,2,0,5287,1.76,23,disagree,strongly disagree,neutral,neutral,0
161,Female,32,Single,Doctorate,Medical,10,8,1046,Contract,Hybrid,Mid,4025,30,7713,5,agree,9,Management,7,7,7,6737,2.35,0,neutral,strongly agree,neutral,neutral,0
162,Male,23,Married,Post-graduate,Medical,5,3,705,Contract,Remote,Junior,2819,33,4478,1,disagree,8,Operations,2,2,0,8343,4.94,10,agree,disagree,strongly disagree,neutral,0
163,Male,29,Single,Post-graduate,Life Sciences,1,1,749,Permanent,Remote,Senior,2642,60,7326,1,agree,8,Management,0,0,0,2510,9.15,20,neutral,strongly disagree,neutral,strongly agree,0
164,Male,41,Married,Post-graduate,Marketing,10,10,534,Fixed-term,Remote,Graduate/intern,8392,43,9873,1,neutral,0,Technical,7,7,0,1920,2.12,3,neutral,disagree,strongly disagree,strongly disagree,0
165,Female,54,Married,Doctorate,Medical,14,7,1830,Contract,On-Site,Senior,6854,30,11672,5,strongly agree,8,Technical,1,7,1,3064,1.44,6,disagree,strongly agree,agree,strongly agree,0
166,Female,35,Divorced,Doctorate,Life Sciences,10,10,881,Fixed-term,Remote,Junior,2022,43,3073,3,agree,9,Management,2,8,7,2621,7.59,25,disagree,strongly disagree,disagree,strongly disagree,1
167,Male,28,Divorced,Post-graduate,Life Sciences,3,3,1154,Contract,On-Site,Executive,2703,45,6851,3,disagree,9,Management,1,2,0,2668,5.01,46,neutral,agree,neutral,agree,0
168,Female,34,Single,Undergraduate,Life Sciences,6,2,1779,Fixed-term,On-Site,Graduate/intern,6029,51,10023,1,disagree,6,Management,2,2,2,5982,9.12,49,neutral,neutral,strongly agree,strongly agree,0
169,Male,31,Married,Post-graduate,Life Sciences,10,10,1956,Casual/adhoc,Remote,Graduate/intern,5003,43,9322,5,neutral,1,Finance,8,7,8,1967,1.47,11,neutral,strongly disagree,strongly disagree,strongly agree,0
170,Male,32,Married,Doctorate,Other,6,4,631,Casual/adhoc,Remote,Mid,4707,58,767,3,disagree,9,Finance,2,2,1,7565,6.46,30,neutral,strongly agree,neutral,strongly disagree,1
171,Female,40,Married,Post-graduate,Technical Degree,10,10,1985,Contract,Remote,Mid,6323,49,6336,3,strongly disagree,8,Technical,9,4,9,7702,2.33,16,strongly agree,strongly disagree,neutral,neutral,0
172,Male,28,Married,School,Life Sciences,6,5,1136,Casual/adhoc,Hybrid,Executive,3201,32,7162,3,strongly agree,2,HR,3,4,0,3299,1.57,32,strongly disagree,disagree,disagree,strongly agree,0
173,Male,22,Married,Undergraduate,Life Sciences,4,2,872,Permanent,Remote,Graduate/intern,4775,32,5398,5,agree,5,Finance,2,2,2,6203,6.83,10,strongly disagree,strongly disagree,agree,strongly agree,0
174,Male,28,Single,Doctorate,Medical,5,4,1286,Contract,Hybrid,Executive,2154,38,6878,5,strongly agree,0,Finance,2,2,0,340,5.94,27,disagree,agree,neutral,agree,0
175,Female,25,Single,Undergraduate,Life Sciences,5,5,527,Permanent,On-Site,Mid,4487,35,8473,1,neutral,7,Management,4,3,1,3540,7.55,31,neutral,strongly disagree,agree,neutral,0
176,Male,35,Married,Post-graduate,Life Sciences,1,1,704,Casual/adhoc,Hybrid,Mid,1281,54,9577,4,agree,4,Management,0,0,0,4731,3.09,0,neutral,neutral,neutral,agree,0
177,Male,32,Married,5,Marketing,7,4,1446,Fixed-term,Remote,Graduate/intern,9204,42,6742,3,agree,8,Operations,3,3,0,9699,4.48,46,disagree,strongly disagree,agree,strongly agree,0
178,Female,38,Married,Undergraduate,Other,5,5,1782,Permanent,On-Site,Senior,3702,50,10276,4,strongly disagree,7,Finance,4,4,0,8374,4.05,27,neutral,disagree,neutral,agree,0
179,Female,29,Single,Post-graduate,Technical Degree,7,5,1487,Casual/adhoc,On-Site,Junior,5765,31,2111,5,neutral,14,HR,3,0,0,5177,9.84,41,strongly disagree,strongly disagree,disagree,neutral,1
180,Male,25,Married,Post-graduate,Life Sciences,6,2,183,Permanent,On-Site,Mid,8639,37,8891,5,disagree,1,Finance,2,2,2,3868,2.92,6,neutral,agree,neutral,neutral,0
181,Female,29,Single,Undergraduate,Life Sciences,10,9,15,Fixed-term,Hybrid,Mid,4193,50,5661,5,strongly disagree,0,Management,5,8,0,9242,2.95,1,neutral,strongly agree,neutral,strongly agree,0
182,Male,31,Single,Post-graduate,Medical,10,9,2057,Contract,Remote,Senior,9936,31,11115,4,strongly disagree,2,Technical,4,7,1,8095,3.55,41,neutral,strongly disagree,strongly disagree,neutral,0
183,Male,40,Divorced,Undergraduate,Technical Degree,9,9,335,Casual/adhoc,On-Site,Senior,3319,33,8606,5,strongly agree,8,Management,8,7,4,8902,5.65,23,neutral,strongly disagree,agree,neutral,0
184,Female,54,Single,Doctorate,Life Sciences,20,4,450,Fixed-term,On-Site,Executive,4869,54,6834,1,strongly agree,0,HR,3,3,0,6529,2.52,3,disagree,neutral,neutral,agree,0
185,Female,47,Married,Doctorate,Medical,26,20,1443,Casual/adhoc,On-Site,Executive,17169,44,6481,5,strongly agree,0,Management,17,6,5,3705,9.15,43,strongly agree,agree,neutral,disagree,0
186,Male,27,Married,School,Marketing,5,4,800,Fixed-term,Hybrid,Junior,4342,33,6879,2,strongly disagree,8,HR,2,1,1,2273,2.66,18,neutral,strongly agree,strongly agree,strongly disagree,0
187,Female,35,Single,Post-graduate,Medical,5,5,620,Contract,Hybrid,Junior,4859,42,5463,4,disagree,10,Technical,4,3,0,9814,8.96,25,neutral,disagree,neutral,neutral,0
188,Male,48,Single,Doctorate,Medical,27,5,1116,Contract,Remote,Graduate/intern,16885,57,9476,2,agree,1,Management,4,1,2,6668,1.03,10,disagree,strongly disagree,strongly agree,agree,0
189,Female,47,Married,Doctorate,Life Sciences,27,5,1625,Permanent,Hybrid,Executive,19658,41,5668,5,strongly agree,0,Technical,2,0,1,2701,6.57,39,neutral,strongly agree,neutral,strongly agree,0
190,Male,51,Single,Post-graduate,Life Sciences,23,20,162,Permanent,On-Site,Mid,19537,57,8079,1,disagree,10,Operations,18,15,15,2757,9.07,49,neutral,disagree,neutral,strongly agree,0
191,Female,41,Single,Doctorate,Other,10,8,616,Casual/adhoc,Remote,Executive,6811,42,6600,3,neutral,4,Operations,7,7,0,6180,1.69,42,neutral,agree,neutral,agree,0
192,Male,30,Divorced,Undergraduate,Marketing,12,7,1754,Fixed-term,On-Site,Mid,7140,60,8841,5,strongly agree,1,Technical,7,7,1,7425,9.68,10,neutral,agree,strongly disagree,strongly disagree,0
193,Male,34,Married,Undergraduate,Technical Degree,10,10,1823,Contract,On-Site,Senior,6799,43,9113,1,agree,9,HR,8,8,4,2259,4.53,44,neutral,strongly agree,neutral,agree,0
194,Male,30,Married,Post-graduate,Marketing,10,10,1179,Permanent,Hybrid,Executive,6578,49,6212,4,neutral,7,Finance,3,4,1,3930,9.46,2,neutral,disagree,neutral,strongly agree,0
195,Male,27,Married,Post-graduate,Medical,0,0,850,Fixed-term,Remote,Senior,1706,47,7432,2,neutral,7,Operations,0,0,0,8413,6.77,11,disagree,agree,strongly agree,agree,0
196,Male,41,Married,Post-graduate,Human Resources,22,22,734,Casual/adhoc,Hybrid,Junior,19189,58,4613,2,agree,1,Operations,7,10,2,4468,3.02,2,neutral,strongly agree,neutral,neutral,0
197,Female,49,Married,Undergraduate,Other,29,26,944,Casual/adhoc,Hybrid,Junior,7403,57,10901,2,strongly agree,6,Management,9,7,1,1417,1.88,41,disagree,agree,disagree,neutral,0
198,Female,35,Married,Post-graduate,Medical,10,9,1369,Permanent,Remote,Graduate/intern,5363,60,9636,4,strongly disagree,9,Finance,7,0,0,4593,3.04,26,neutral,agree,strongly agree,strongly agree,0
199,Female,36,Single,5,Medical,15,14,1073,Permanent,On-Site,Executive,8858,35,4708,1,agree,7,Technical,8,8,7,1330,0.93,48,disagree,agree,agree,agree,0
200,Female,29,Divorced,Post-graduate,Medical,5,3,896,Casual/adhoc,On-Site,Senior,2800,58,623,4,agree,12,Management,2,2,0,1233,1.44,1,neutral,neutral,neutral,strongly disagree,1
201,Female,20,Single,Post-graduate,Marketing,2,2,1077,Fixed-term,Remote,Mid,2323,40,2860,2,agree,19,Management,2,2,0,7707,1.05,48,neutral,disagree,strongly agree,disagree,1
202,Male,35,Married,Undergraduate,Life Sciences,8,1,261,Casual/adhoc,On-Site,Junior,5916,59,2950,5,neutral,16,Operations,0,1,0,1401,4.23,15,neutral,strongly agree,neutral,disagree,1
203,Female,56,Divorced,Doctorate,Technical Degree,28,5,1191,Casual/adhoc,Remote,Junior,19943,31,6127,3,disagree,2,Technical,2,2,4,2010,7.96,1,neutral,strongly agree,strongly disagree,agree,0
204,Male,38,Married,Undergraduate,Life Sciences,1,1,556,Contract,Remote,Mid,1702,57,5210,4,strongly disagree,8,Operations,0,0,0,8182,1.41,29,neutral,disagree,agree,agree,0
205,Male,36,Married,Post-graduate,Medical,17,7,13,Permanent,Hybrid,Senior,5237,52,8290,4,strongly agree,0,Finance,7,7,7,8207,1.3,19,disagree,disagree,neutral,strongly disagree,0
206,Female,26,Divorced,Post-graduate,Life Sciences,6,6,384,Fixed-term,Remote,Senior,6397,48,10978,1,strongly agree,4,Management,5,4,1,9797,6.43,37,strongly disagree,disagree,disagree,neutral,0
207,Male,50,Divorced,Doctorate,Life Sciences,31,31,905,Fixed-term,Hybrid,Executive,17924,60,7609,1,disagree,7,Technical,6,7,14,8070,1.97,27,neutral,disagree,strongly disagree,neutral,0
208,Female,32,Single,Post-graduate,Medical,10,5,190,Fixed-term,On-Site,Executive,4200,48,0,4,agree,17,Technical,4,4,0,2016,0.98,24,strongly agree,strongly disagree,strongly disagree,neutral,1
209,Male,32,Married,Doctorate,Medical,3,2,2013,Contract,On-Site,Graduate/intern,2269,34,6706,2,strongly disagree,6,Finance,2,2,2,7096,1.67,31,neutral,strongly agree,disagree,agree,0
210,Female,29,Divorced,Post-graduate,Life Sciences,3,3,1249,Contract,On-Site,Junior,3760,48,5306,3,strongly agree,6,Finance,2,2,1,2857,9.24,9,neutral,strongly disagree,strongly agree,strongly agree,0
211,Female,30,Married,Post-graduate,Technical Degree,10,9,1311,Fixed-term,On-Site,Executive,4627,31,6156,1,strongly agree,0,HR,2,7,6,6564,8.21,41,neutral,agree,strongly agree,agree,0
212,Male,40,Divorced,Post-graduate,Other,20,1,615,Permanent,Hybrid,Senior,10932,39,9772,2,agree,6,Management,0,1,0,278,3.54,39,neutral,agree,strongly disagree,strongly agree,0
213,Male,34,Divorced,Doctorate,Other,10,4,1431,Fixed-term,On-Site,Mid,2996,54,3358,5,disagree,5,Operations,3,3,1,9188,6.56,32,neutral,strongly agree,strongly disagree,agree,0
214,Male,29,Single,School,Medical,10,10,1586,Permanent,Remote,Senior,4723,31,7640,1,strongly disagree,5,Operations,9,5,1,6462,5.37,12,neutral,agree,strongly disagree,agree,0
215,Male,55,Single,Post-graduate,Medical,37,36,374,Contract,Remote,Junior,19045,59,7555,2,disagree,9,Management,10,13,4,9843,6.77,40,neutral,disagree,strongly disagree,strongly disagree,0
216,Female,38,Single,Doctorate,Life Sciences,12,8,230,Contract,Remote,Senior,8686,40,7736,2,disagree,8,Operations,3,7,0,8783,6.83,41,agree,strongly disagree,strongly agree,agree,0
217,Male,46,Single,Undergraduate,Life Sciences,6,2,1801,Contract,Hybrid,Graduate/intern,7991,47,8954,3,strongly disagree,7,Operations,2,2,2,160,6.29,46,neutral,disagree,disagree,agree,0
218,Female,36,Single,Doctorate,Marketing,15,5,1425,Casual/adhoc,On-Site,Junior,9278,58,7622,3,strongly disagree,0,Operations,4,1,0,9369,2.66,36,neutral,agree,disagree,neutral,0
219,Male,58,Single,Post-graduate,Technical Degree,7,1,977,Permanent,On-Site,Mid,2479,60,1543,5,strongly agree,12,Technical,0,0,0,6781,0.39,15,neutral,strongly disagree,neutral,neutral,1
220,Female,44,Married,Doctorate,Medical,24,22,36,Permanent,On-Site,Graduate/intern,10248,53,6186,2,strongly agree,9,Finance,6,17,5,2995,4.56,44,neutral,disagree,strongly agree,agree,0
221,Male,40,Married,Post-graduate,Marketing,8,7,1066,Permanent,Hybrid,Junior,8396,44,10096,2,strongly disagree,4,Operations,7,5,7,685,8.91,21,disagree,strongly agree,strongly disagree,agree,0
222,Female,33,Single,School,Life Sciences,5,3,995,Fixed-term,Remote,Mid,3452,38,9582,3,neutral,11,HR,2,2,0,5923,5.69,19,neutral,disagree,strongly agree,neutral,0
223,Male,26,Single,School,Technical Degree,7,6,510,Permanent,Remote,Graduate/intern,3102,52,2014,1,strongly agree,17,Management,4,4,0,634,8.32,49,neutral,agree,strongly disagree,disagree,1
224,Female,49,Divorced,Post-graduate,Medical,17,2,1674,Fixed-term,On-Site,Graduate/intern,2587,48,6938,1,neutral,11,Technical,2,2,2,3562,9.92,42,disagree,strongly disagree,strongly disagree,strongly agree,0
225,Female,35,Single,Doctorate,Life Sciences,9,9,2040,Fixed-term,Remote,Junior,8837,38,6223,4,strongly disagree,0,HR,0,7,1,4111,1.64,26,neutral,strongly agree,agree,neutral,0
226,Male,27,Married,5,Life Sciences,3,3,1094,Permanent,Remote,Executive,4621,32,8406,3,strongly agree,4,Management,2,2,1,3498,6.92,40,neutral,strongly disagree,neutral,neutral,0
227,Female,26,Married,Post-graduate,Other,5,5,164,Permanent,Hybrid,Graduate/intern,2368,50,8358,4,disagree,4,Finance,4,3,4,2255,6.74,15,disagree,strongly agree,disagree,agree,0
228,Female,49,Married,Doctorate,Medical,16,15,170,Fixed-term,Hybrid,Graduate/intern,6567,38,8772,3,strongly disagree,7,Finance,11,11,5,6066,9.8,33,disagree,strongly disagree,strongly disagree,neutral,0
229,Female,49,Single,Undergraduate,Technical Degree,25,7,431,Casual/adhoc,Hybrid,Mid,13964,57,9194,5,agree,2,Finance,1,7,0,7429,9.86,31,neutral,agree,neutral,strongly agree,0
230,Female,45,Married,Undergraduate,Life Sciences,10,9,1888,Permanent,Hybrid,Senior,5906,59,8753,2,neutral,0,Operations,8,8,3,7057,6.87,25,disagree,strongly agree,strongly agree,strongly agree,0
231,Male,28,Single,Doctorate,Technical Degree,2,2,65,Fixed-term,On-Site,Junior,3441,43,2422,5,strongly disagree,16,HR,2,2,2,9296,2.44,24,disagree,neutral,neutral,disagree,1
232,Female,26,Married,Post-graduate,Life Sciences,3,3,686,Contract,Hybrid,Junior,2659,48,9916,3,strongly disagree,3,Finance,2,2,0,5425,7.99,1,neutral,strongly disagree,agree,strongly disagree,0
233,Male,44,Single,Doctorate,Life Sciences,6,6,1200,Fixed-term,Remote,Executive,2936,36,2859,2,strongly agree,15,HR,4,2,0,8618,1.07,11,neutral,strongly disagree,neutral,disagree,1
234,Male,40,Married,Doctorate,Life Sciences,7,4,1361,Fixed-term,On-Site,Executive,2387,45,2977,1,strongly agree,2,Technical,2,3,0,4803,7.81,39,neutral,disagree,disagree,neutral,0
235,Female,26,Single,Post-graduate,Other,5,4,2060,Contract,Remote,Junior,2966,45,7964,1,strongly agree,5,Finance,2,0,0,2806,9.1,8,neutral,strongly agree,neutral,disagree,0
236,Male,34,Married,Doctorate,Life Sciences,6,0,1115,Casual/adhoc,Remote,Executive,2979,57,5653,4,agree,0,Management,0,0,0,101,3.83,11,neutral,neutral,agree,strongly agree,0
237,Male,34,Single,Undergraduate,Life Sciences,5,3,1140,Casual/adhoc,Remote,Mid,4033,30,9610,3,strongly agree,4,Management,2,2,0,9325,6.31,25,disagree,agree,neutral,agree,0
238,Male,35,Married,Doctorate,Life Sciences,17,7,1728,Fixed-term,Hybrid,Junior,6883,33,2935,3,strongly disagree,1,Technical,7,7,0,8416,4.3,8,neutral,disagree,neutral,agree,0
239,Female,43,Single,Post-graduate,Medical,20,20,1402,Casual/adhoc,Hybrid,Executive,4081,33,10438,1,strongly agree,2,Technical,7,8,1,1204,4.38,9,strongly disagree,neutral,neutral,neutral,0
240,Male,30,Married,Post-graduate,Life Sciences,11,11,117,Permanent,On-Site,Junior,4152,36,5770,5,disagree,6,HR,10,8,10,1961,3.1,31,neutral,strongly agree,agree,strongly agree,0
241,Male,44,Married,Doctorate,Life Sciences,10,2,1903,Permanent,On-Site,Senior,5033,37,5312,2,strongly agree,7,HR,0,2,2,5369,7.62,33,neutral,neutral,strongly disagree,agree,0
242,Male,42,Divorced,Post-graduate,Medical,7,5,1768,Contract,Hybrid,Graduate/intern,2766,46,8212,5,agree,3,HR,3,4,0,7043,9.36,47,disagree,strongly disagree,disagree,strongly agree,0
243,Male,30,Married,Post-graduate,Life Sciences,9,5,562,Fixed-term,Remote,Junior,2097,34,6753,5,disagree,8,Technical,3,4,1,8420,9.41,19,strongly disagree,strongly disagree,agree,strongly agree,0
244,Female,30,Married,Doctorate,Other,10,9,567,Contract,On-Site,Graduate/intern,8412,36,11058,1,strongly disagree,1,HR,8,8,7,537,1.75,38,neutral,disagree,strongly disagree,neutral,0
245,Male,38,Married,School,Medical,3,2,1006,Fixed-term,Hybrid,Executive,2684,57,10226,1,strongly disagree,0,HR,1,2,0,4946,8.75,1,disagree,strongly agree,neutral,agree,0
